Origin,Destination,Date,Sender's Name,Sender City,Sender State,Total Pieces,Actual Wt,Volumetric Wt,Chargeable Wt,Paperwork,Sender Date,Recipient Name,Recipient City,Receiver State,Value Added Services,Consignment No,Expiry Date,Booking Code,Receiver Name,Receive Date,Tariff,VAS Charges,Total Amount,Mode,Risk Surcharge,Mode of Payment,Nature of Consignment
Kochi,Bangalore,16-06-2025,Ranveer Raman,Kochi,Kerala,3,7.21,9.25,9.25,Yes,16-06-2025,Tarak Gupta,Bangalore,Karnataka,Express,DTDC09094132,16-07-2025,BR830,Tarak Gupta,20-06-2025,397.41,70.05,467.46,Surface,Carrier,Card,Dox
Srinagar,Chandigarh,17-06-2025,Lalla PLC,Srinagar,Jammu & Kashmir,1,4.08,4.78,4.78,Yes,17-06-2025,Jairaj Narang,Chandigarh,Chandigarh,None,DTDC42776444,17-07-2025,BR365,Jairaj Narang,19-06-2025,221.59,0,221.59,Surface,Carrier,Cash,Dox
Vizag,Kolkata,25-06-2025,Sen-Natarajan,Vizag,Andhra Pradesh,5,4.03,5.3,5.3,Yes,25-06-2025,Vedika Goswami,Kolkata,West Bengal,COD,DTDC06333662,25-07-2025,BR771,Vedika Goswami,28-06-2025,252.23,27.72,279.95,Surface,Carrier,Cash,Dox
Ahmedabad,Bhopal,09-06-2025,Karpe-Ramaswamy,Ahmedabad,Gujarat,4,9.16,11.77,11.77,No,09-06-2025,Chaaya Agrawal,Bhopal,Madhya Pradesh,COD,DTDC61509585,09-07-2025,BR190,Chaaya Agrawal,14-06-2025,484.7,96.44,581.14,Surface,Carrier,Cash,Dox
Dehradun,Chandigarh,23-06-2025,Inaya Jaggi,Dehradun,Uttarakhand,5,9.63,11.84,11.84,No,23-06-2025,Ekbal Kanda,Chandigarh,Chandigarh,None,DTDC77787223,23-07-2025,BR412,Ekbal Kanda,26-06-2025,550.5,0,550.5,Surface,Carrier,Cash,Non-Dox
Kolkata,Surat,24-06-2025,"Muni, Gala and Ramakrishnan",Kolkata,West Bengal,4,10.34,11.7,11.7,No,24-06-2025,Girik Mohanty,Surat,Gujarat,Insurance,DTDC32112715,24-07-2025,BR961,Girik Mohanty,28-06-2025,576.07,105.36,681.43,Surface,Carrier,Cash,Dox
Vizag,Coimbatore,29-06-2025,Kota-Subramaniam,Vizag,Andhra Pradesh,2,10.33,10.67,10.67,Yes,29-06-2025,Hemang Shan,Coimbatore,Tamil Nadu,COD,DTDC23313336,29-07-2025,BR602,Hemang Shan,03-07-2025,973.65,39.97,1013.62,Express,Carrier,Card,Dox
Guwahati,Hyderabad,26-06-2025,"Parikh, Narayan and Anne",Guwahati,Assam,3,7.65,8.72,8.72,No,26-06-2025,Zinal Seth,Hyderabad,Telangana,COD,DTDC23749231,26-07-2025,BR365,Zinal Seth,29-06-2025,359.23,46.34,405.57,Surface,Carrier,Card,Non-Dox
Pune,Amritsar,13-06-2025,Hiral Sangha,Pune,Maharashtra,2,1.88,3.07,3.07,Yes,13-06-2025,Kapur Ltd,Amritsar,Punjab,Express,DTDC90604851,13-07-2025,BR715,Kapur Ltd,14-06-2025,145.47,145.36,290.83,Surface,Carrier,Wallet,Dox
Varanasi,Chennai,22-06-2025,Dash LLC,Varanasi,Uttar Pradesh,5,8.83,9.47,9.47,No,22-06-2025,Megha Dugal,Chennai,Tamil Nadu,Insurance,DTDC04969304,22-07-2025,BR185,Megha Dugal,23-06-2025,829.16,116.42,945.58,Express,Carrier,Cash,Non-Dox
Indore,Ranchi,26-06-2025,"Trivedi, Hegde and Dash",Indore,Madhya Pradesh,4,2.04,4.86,4.86,Yes,26-06-2025,"Dey, Pal and Nori",Ranchi,Jharkhand,COD,DTDC15171714,26-07-2025,BR590,"Dey, Pal and Nori",27-06-2025,199,23.49,222.49,Surface,Carrier,Cash,Non-Dox
Amritsar,Chandigarh,25-06-2025,Inaya Kapur,Amritsar,Punjab,1,2.6,4.17,4.17,Yes,25-06-2025,Imaran Borra,Chandigarh,Chandigarh,COD,DTDC20202208,25-07-2025,BR942,Imaran Borra,29-06-2025,191.74,51.03,242.77,Surface,Carrier,Cash,Dox
Agra,Hyderabad,05-07-2025,"Sidhu, Dave and Bhasin",Agra,Uttar Pradesh,2,7.84,9.89,9.89,Yes,05-07-2025,Mukherjee LLC,Hyderabad,Telangana,COD,DTDC73344918,04-08-2025,BR618,Mukherjee LLC,07-07-2025,458.14,147.65,605.79,Surface,Carrier,Cash,Non-Dox
Jaipur,Ahmedabad,11-06-2025,Kala-Chaudhry,Jaipur,Rajasthan,1,1.07,3.59,3.59,Yes,11-06-2025,"Loke, Nagy and Bala",Ahmedabad,Gujarat,None,DTDC48692166,11-07-2025,BR260,"Loke, Nagy and Bala",16-06-2025,151.88,0,151.88,Surface,Carrier,Cash,Dox
Dehradun,Ranchi,09-06-2025,"Kakar, Mistry and Ahuja",Dehradun,Uttarakhand,1,6.62,6.79,6.79,No,09-06-2025,Dipta Ganesan,Ranchi,Jharkhand,COD,DTDC60723378,09-07-2025,BR298,Dipta Ganesan,14-06-2025,302.73,78.86,381.59,Surface,Carrier,Card,Dox
Ludhiana,Jaipur,29-06-2025,Narain Group,Ludhiana,Punjab,2,6.85,9.63,9.63,No,29-06-2025,Isaac Rau,Jaipur,Rajasthan,COD,DTDC17233014,29-07-2025,BR133,Isaac Rau,30-06-2025,453.55,39.36,492.91,Surface,Carrier,Card,Non-Dox
Patna,Raipur,04-07-2025,Wali-Divan,Patna,Bihar,2,11.83,14.64,14.64,Yes,04-07-2025,Anjali Baral,Raipur,Chhattisgarh,COD,DTDC64015436,03-08-2025,BR596,Anjali Baral,05-07-2025,1295.96,126.14,1422.1,Express,Carrier,Card,Non-Dox
Jamshedpur,Chennai,22-06-2025,Shan and Sons,Jamshedpur,Jharkhand,2,10.45,11.52,11.52,No,22-06-2025,Faris Suresh,Chennai,Tamil Nadu,None,DTDC66934684,22-07-2025,BR888,Faris Suresh,23-06-2025,488.89,0,488.89,Surface,Carrier,Card,Non-Dox
Shimla,Dehradun,23-06-2025,Balan Ltd,Shimla,Himachal Pradesh,5,6.66,6.8,6.8,No,23-06-2025,Tanish Deo,Dehradun,Uttarakhand,COD,DTDC47750427,23-07-2025,BR240,Tanish Deo,25-06-2025,295.89,72.98,368.87,Surface,Carrier,Card,Non-Dox
Dehradun,Amritsar,29-06-2025,"Nagarajan, Hayre and Rege",Dehradun,Uttarakhand,4,11.7,12.8,12.8,No,29-06-2025,Mand Group,Amritsar,Punjab,COD,DTDC74885247,29-07-2025,BR132,Mand Group,02-07-2025,1164.57,66.3,1230.87,Express,Carrier,Card,Dox
Raipur,Indore,10-06-2025,Thakkar Inc,Raipur,Chhattisgarh,1,4,5.34,5.34,No,10-06-2025,Mittal Group,Indore,Madhya Pradesh,COD,DTDC70582078,10-07-2025,BR045,Mittal Group,12-06-2025,325.04,120.49,445.53,Air Cargo,Carrier,Cash,Non-Dox
Coimbatore,Bhopal,04-07-2025,Oak-Suresh,Coimbatore,Tamil Nadu,4,6.27,7.8,7.8,Yes,04-07-2025,Samaksh Peri,Bhopal,Madhya Pradesh,COD,DTDC08533197,03-08-2025,BR841,Samaksh Peri,08-07-2025,718.83,113.99,832.82,Express,Carrier,Card,Non-Dox
Aurangabad,Mumbai,08-06-2025,Baria Ltd,Aurangabad,Maharashtra,5,1.31,3.72,3.72,Yes,08-06-2025,Kamala Bhatti,Mumbai,Maharashtra,None,DTDC52166423,08-07-2025,BR579,Kamala Bhatti,11-06-2025,239.2,0,239.2,Air Cargo,Owner,Cash,Dox
Mumbai,Delhi,14-06-2025,Bala-Subramanian,Mumbai,Maharashtra,5,5.31,6.81,6.81,Yes,14-06-2025,Panini Mander,Delhi,Delhi,COD,DTDC67443672,14-07-2025,BR569,Panini Mander,17-06-2025,335.2,142.17,477.37,Surface,Carrier,Cash,Non-Dox
Kochi,Shimla,20-06-2025,"Dixit, Yogi and Parmar",Kochi,Kerala,4,10.37,12.76,12.76,Yes,20-06-2025,Ramaswamy-Kakar,Shimla,Himachal Pradesh,COD,DTDC95026158,20-07-2025,BR725,Ramaswamy-Kakar,21-06-2025,545.32,68.01,613.33,Surface,Carrier,Cash,Dox
Indore,Shimla,21-06-2025,Yadav-Iyengar,Indore,Madhya Pradesh,2,4.61,5.48,5.48,Yes,21-06-2025,"Thakur, Varughese and Bhat",Shimla,Himachal Pradesh,COD,DTDC35376577,21-07-2025,BR730,"Thakur, Varughese and Bhat",26-06-2025,245.32,123.79,369.11,Surface,Carrier,Card,Dox
Meerut,Delhi,21-06-2025,"Taneja, Bhalla and Sarraf",Meerut,Uttar Pradesh,1,1.48,1.8,1.8,No,21-06-2025,"Kulkarni, Ray and Issac",Delhi,Delhi,Express,DTDC01612543,21-07-2025,BR520,"Kulkarni, Ray and Issac",22-06-2025,85.23,41.11,126.34,Surface,Carrier,Card,Dox
Bangalore,Aurangabad,04-07-2025,Lala Inc,Bangalore,Karnataka,3,5.14,6.52,6.52,Yes,04-07-2025,Balendra Prabhakar,Aurangabad,Maharashtra,COD,DTDC59892990,03-08-2025,BR028,Balendra Prabhakar,07-07-2025,287.49,109.43,396.92,Surface,Carrier,Card,Non-Dox
Meerut,Bhopal,30-06-2025,Utkarsh Sehgal,Meerut,Uttar Pradesh,2,8.45,9.45,9.45,No,30-06-2025,George Bora,Bhopal,Madhya Pradesh,COD,DTDC47523915,30-07-2025,BR422,George Bora,04-07-2025,463.81,88.02,551.83,Surface,Carrier,Cash,Non-Dox
Patna,Hyderabad,27-06-2025,"Krish, Narula and Pillai",Patna,Bihar,1,4.14,4.92,4.92,No,27-06-2025,Tejas Lala,Hyderabad,Telangana,COD,DTDC51153610,27-07-2025,BR173,Tejas Lala,02-07-2025,325.88,44.9,370.78,Air Cargo,Carrier,Cash,Dox
Ranchi,Mumbai,19-06-2025,"Khosla, Ratti and Panchal",Ranchi,Jharkhand,5,8.53,10.18,10.18,No,19-06-2025,Manya Prasad,Mumbai,Maharashtra,COD,DTDC24902924,19-07-2025,BR595,Manya Prasad,22-06-2025,482.21,137.69,619.9,Surface,Carrier,Card,Non-Dox
Srinagar,Indore,02-07-2025,Maanas Deep,Srinagar,Jammu & Kashmir,4,1.95,4.8,4.8,No,02-07-2025,Kashyap-Sundaram,Indore,Madhya Pradesh,COD,DTDC60960325,01-08-2025,BR769,Kashyap-Sundaram,05-07-2025,306.95,47.78,354.73,Air Cargo,Carrier,Cash,Non-Dox
Chandigarh,Jaipur,23-06-2025,Salvi-Luthra,Chandigarh,Chandigarh,5,10.38,12.71,12.71,Yes,23-06-2025,Comar LLC,Jaipur,Rajasthan,COD,DTDC00204812,23-07-2025,BR061,Comar LLC,27-06-2025,517.75,45.83,563.58,Surface,Carrier,Cash,Dox
Thiruvananthapuram,Coimbatore,22-06-2025,Bhat-Shenoy,Thiruvananthapuram,Kerala,1,4.18,4.34,4.34,Yes,22-06-2025,Ahluwalia-Bawa,Coimbatore,Tamil Nadu,COD,DTDC92080472,22-07-2025,BR131,Ahluwalia-Bawa,26-06-2025,346.94,84.82,431.76,Express,Carrier,Card,Dox
Varanasi,Patna,17-06-2025,"Sha, Nair and Aurora",Varanasi,Uttar Pradesh,3,8.22,9.67,9.67,No,17-06-2025,"Grewal, Sabharwal and Kapadia",Patna,Bihar,COD,DTDC34878486,17-07-2025,BR950,"Grewal, Sabharwal and Kapadia",18-06-2025,410.13,21.86,431.99,Surface,Carrier,Cash,Dox
Lucknow,Delhi,19-06-2025,Sanya Keer,Lucknow,Uttar Pradesh,3,11.03,13.59,13.59,Yes,19-06-2025,"Nagy, Mani and Sankaran",Delhi,Delhi,COD,DTDC57496748,19-07-2025,BR768,"Nagy, Mani and Sankaran",21-06-2025,592.1,135.39,727.49,Surface,Carrier,Cash,Dox
Kolkata,Pune,05-07-2025,"Chander, Garg and Palla",Kolkata,West Bengal,4,4.97,7.31,7.31,No,05-07-2025,"Mukherjee, Choudhry and Sankaran",Pune,Maharashtra,COD,DTDC60609094,04-08-2025,BR513,"Mukherjee, Choudhry and Sankaran",08-07-2025,316.14,21.65,337.79,Surface,Carrier,Cash,Non-Dox
Patna,Jaipur,15-06-2025,Lakshmi Sachar,Patna,Bihar,2,7.65,8.13,8.13,No,15-06-2025,"Pant, Dyal and Handa",Jaipur,Rajasthan,COD,DTDC35212660,15-07-2025,BR596,"Pant, Dyal and Handa",18-06-2025,667.23,119.4,786.63,Express,Carrier,Card,Dox
Chandigarh,Chennai,29-06-2025,Vedhika Wason,Chandigarh,Chandigarh,1,11.72,12.46,12.46,No,29-06-2025,Anjali Buch,Chennai,Tamil Nadu,COD,DTDC12781871,29-07-2025,BR612,Anjali Buch,30-06-2025,507.93,102.74,610.67,Surface,Carrier,Card,Non-Dox
Ranchi,Nagpur,02-07-2025,"Edwin, Ravel and Andra",Ranchi,Jharkhand,5,6.64,8.51,8.51,Yes,02-07-2025,Tandon LLC,Nagpur,Maharashtra,COD,DTDC68227904,01-08-2025,BR100,Tandon LLC,07-07-2025,361.21,72.64,433.85,Surface,Carrier,Cash,Dox
Varanasi,Chennai,06-06-2025,Yadav Ltd,Varanasi,Uttar Pradesh,4,1.87,4.66,4.66,No,06-06-2025,"Krishnamurthy, Patil and Keer",Chennai,Tamil Nadu,COD,DTDC11966229,06-07-2025,BR890,"Krishnamurthy, Patil and Keer",07-06-2025,429.98,69.34,499.32,Express,Carrier,Cash,Dox
Bhubaneswar,Ahmedabad,05-07-2025,"Sastry, Sekhon and Sule",Bhubaneswar,Odisha,1,4.57,6.34,6.34,Yes,05-07-2025,"Arora, Garg and Vala",Ahmedabad,Gujarat,COD,DTDC73774400,04-08-2025,BR866,"Arora, Garg and Vala",09-07-2025,282.77,119.23,402,Surface,Carrier,Card,Dox
Aurangabad,Chennai,10-06-2025,Gautam Malhotra,Aurangabad,Maharashtra,1,2.65,4.26,4.26,Yes,10-06-2025,"Wagle, Talwar and Swamy",Chennai,Tamil Nadu,COD,DTDC82587208,10-07-2025,BR084,"Wagle, Talwar and Swamy",13-06-2025,202.2,95.01,297.21,Surface,Carrier,Cash,Non-Dox
Amritsar,Shimla,02-07-2025,Puri-Kashyap,Amritsar,Punjab,3,10.4,11.24,11.24,Yes,02-07-2025,"Pant, Krishna and Anand",Shimla,Himachal Pradesh,None,DTDC23938577,01-08-2025,BR345,"Pant, Krishna and Anand",07-07-2025,699.05,0,699.05,Air Cargo,Carrier,Cash,Dox
Hyderabad,Vijayawada,14-06-2025,Devansh Kapoor,Hyderabad,Telangana,1,11.85,14.4,14.4,Yes,14-06-2025,Tristan Bath,Vijayawada,Andhra Pradesh,COD,DTDC69009646,14-07-2025,BR563,Tristan Bath,18-06-2025,983.34,36.75,1020.09,Air Cargo,Carrier,Card,Dox
Indore,Pune,30-06-2025,Onkar Chana,Indore,Madhya Pradesh,4,9.31,9.88,9.88,Yes,30-06-2025,Sanaya Ganesh,Pune,Maharashtra,COD,DTDC61693904,30-07-2025,BR535,Sanaya Ganesh,03-07-2025,433.6,49.2,482.8,Surface,Carrier,Cash,Non-Dox
Vizag,Vijayawada,26-06-2025,Kapoor Inc,Vizag,Andhra Pradesh,5,9.14,11.99,11.99,Yes,26-06-2025,Parmar Ltd,Vijayawada,Andhra Pradesh,None,DTDC38072992,26-07-2025,BR052,Parmar Ltd,29-06-2025,488.17,0,488.17,Surface,Carrier,Cash,Non-Dox
Agra,Chennai,19-06-2025,Date-Narayanan,Agra,Uttar Pradesh,5,9.09,9.66,9.66,No,19-06-2025,Vyanjana Gupta,Chennai,Tamil Nadu,COD,DTDC12592274,19-07-2025,BR564,Vyanjana Gupta,20-06-2025,463.24,43.32,506.56,Surface,Carrier,Card,Dox
Vijayawada,Meerut,22-06-2025,Nayak Ltd,Vijayawada,Andhra Pradesh,3,10.83,13.38,13.38,Yes,22-06-2025,Rushil Munshi,Meerut,Uttar Pradesh,COD,DTDC47895649,22-07-2025,BR491,Rushil Munshi,25-06-2025,641.89,43.99,685.88,Surface,Carrier,Cash,Non-Dox
Vijayawada,Ranchi,03-07-2025,Upma Sathe,Vijayawada,Andhra Pradesh,2,7.55,10.45,10.45,Yes,03-07-2025,Watika Nazareth,Ranchi,Jharkhand,Express,DTDC77178708,02-08-2025,BR590,Watika Nazareth,06-07-2025,487.18,35.93,523.11,Surface,Carrier,Cash,Dox
Chennai,Kochi,28-06-2025,Saumya Ramakrishnan,Chennai,Tamil Nadu,2,6.21,7.77,7.77,Yes,28-06-2025,Forum Dave,Kochi,Kerala,COD,DTDC26896086,28-07-2025,BR304,Forum Dave,29-06-2025,318.9,94.95,413.85,Surface,Carrier,Cash,Dox
Surat,Ranchi,10-06-2025,Mammen-Nagy,Surat,Gujarat,3,11.36,12.57,12.57,No,10-06-2025,Mital-More,Ranchi,Jharkhand,COD,DTDC95969818,10-07-2025,BR310,Mital-More,12-06-2025,1036.4,106.32,1142.72,Express,Carrier,Cash,Dox
Indore,Vizag,08-06-2025,"Thakkar, Kakar and Thaman",Indore,Madhya Pradesh,5,10.85,11.88,11.88,No,08-06-2025,Girindra Mohan,Vizag,Andhra Pradesh,Express,DTDC13143778,08-07-2025,BR541,Girindra Mohan,09-06-2025,714.94,68.99,783.93,Air Cargo,Carrier,Card,Dox
Dehradun,Coimbatore,18-06-2025,"Upadhyay, Gulati and Solanki",Dehradun,Uttarakhand,4,2.03,3.82,3.82,Yes,18-06-2025,Michael Choudhury,Coimbatore,Tamil Nadu,None,DTDC59140182,18-07-2025,BR564,Michael Choudhury,23-06-2025,245.31,0,245.31,Air Cargo,Carrier,Cash,Non-Dox
Patna,Ahmedabad,08-06-2025,Khalsa LLC,Patna,Bihar,2,11.76,12.04,12.04,No,08-06-2025,Ekaja Varughese,Ahmedabad,Gujarat,Express,DTDC63550336,08-07-2025,BR861,Ekaja Varughese,11-06-2025,515.77,50.73,566.5,Surface,Carrier,Card,Non-Dox
Thiruvananthapuram,Ranchi,15-06-2025,Mukherjee and Sons,Thiruvananthapuram,Kerala,5,11.26,13.33,13.33,No,15-06-2025,Wazir Hora,Ranchi,Jharkhand,COD,DTDC62309676,15-07-2025,BR090,Wazir Hora,16-06-2025,1083.59,26.6,1110.19,Express,Carrier,Card,Non-Dox
Ranchi,Shimla,12-06-2025,Jason Krishnan,Ranchi,Jharkhand,2,7.93,9.13,9.13,Yes,12-06-2025,Jai Palan,Shimla,Himachal Pradesh,COD,DTDC74683844,12-07-2025,BR486,Jai Palan,14-06-2025,736.79,57.15,793.94,Express,Carrier,Cash,Dox
Ahmedabad,Mumbai,15-06-2025,Upadhyay-Rattan,Ahmedabad,Gujarat,1,3.49,3.64,3.64,Yes,15-06-2025,Ekbal Desai,Mumbai,Maharashtra,COD,DTDC02718892,15-07-2025,BR657,Ekbal Desai,20-06-2025,160.89,60.36,221.25,Surface,Carrier,Card,Non-Dox
Shimla,Srinagar,12-06-2025,Upadhyay-Dani,Shimla,Himachal Pradesh,3,3.18,3.96,3.96,No,12-06-2025,Johal-Bava,Srinagar,Jammu & Kashmir,COD,DTDC39598896,12-07-2025,BR174,Johal-Bava,16-06-2025,174.97,45.03,220,Surface,Carrier,Cash,Non-Dox
Nashik,Varanasi,27-06-2025,Magar Inc,Nashik,Maharashtra,3,3.58,6.13,6.13,No,27-06-2025,Triya Sule,Varanasi,Uttar Pradesh,COD,DTDC82782284,27-07-2025,BR517,Triya Sule,01-07-2025,529.07,45.63,574.7,Express,Carrier,Cash,Non-Dox
Hyderabad,Ahmedabad,20-06-2025,"Wason, Soman and Radhakrishnan",Hyderabad,Telangana,5,9.88,12.84,12.84,Yes,20-06-2025,Ranveer Chaudhuri,Ahmedabad,Gujarat,COD,DTDC37459897,20-07-2025,BR656,Ranveer Chaudhuri,24-06-2025,559.08,69.49,628.57,Surface,Carrier,Cash,Dox
Varanasi,Shimla,11-06-2025,Indali Choudhry,Varanasi,Uttar Pradesh,5,10.46,11.76,11.76,No,11-06-2025,"Naik, Mutti and Shah",Shimla,Himachal Pradesh,Express,DTDC86244857,11-07-2025,BR925,"Naik, Mutti and Shah",13-06-2025,1060.46,22.54,1083,Express,Carrier,Cash,Non-Dox
Lucknow,Amritsar,08-06-2025,Boase-Hayre,Lucknow,Uttar Pradesh,5,8.18,10.53,10.53,No,08-06-2025,Bhavini Jain,Amritsar,Punjab,COD,DTDC83194821,08-07-2025,BR365,Bhavini Jain,11-06-2025,436.72,48.91,485.63,Surface,Carrier,Cash,Dox
Kolkata,Chennai,16-06-2025,"Gaba, Bedi and Dalal",Kolkata,West Bengal,1,6.76,9.22,9.22,No,16-06-2025,"Rai, Raghavan and Kapur",Chennai,Tamil Nadu,None,DTDC51327220,16-07-2025,BR300,"Rai, Raghavan and Kapur",20-06-2025,408.78,0,408.78,Surface,Carrier,Cash,Dox
Delhi,Dehradun,14-06-2025,Tamanna Borra,Delhi,Delhi,4,10.45,13.32,13.32,Yes,14-06-2025,Manan Gupta,Dehradun,Uttarakhand,COD,DTDC31806096,14-07-2025,BR756,Manan Gupta,18-06-2025,828.5,126.69,955.19,Air Cargo,Carrier,Cash,Non-Dox
Delhi,Agra,22-06-2025,Chaitanya Kunda,Delhi,Delhi,1,0.83,0.99,0.99,No,22-06-2025,"Narain, Issac and Dutta",Agra,Uttar Pradesh,COD,DTDC35247826,22-07-2025,BR655,"Narain, Issac and Dutta",25-06-2025,43.51,106.9,150.41,Surface,Carrier,Cash,Dox
Jamshedpur,Vijayawada,30-06-2025,Vora Group,Jamshedpur,Jharkhand,3,0.32,1.7,1.7,Yes,30-06-2025,Eiravati Taneja,Vijayawada,Andhra Pradesh,COD,DTDC77210839,30-07-2025,BR126,Eiravati Taneja,05-07-2025,70.05,99.3,169.35,Surface,Carrier,Cash,Non-Dox
Aurangabad,Jaipur,21-06-2025,Krishna Agarwal,Aurangabad,Maharashtra,3,1.75,3.49,3.49,No,21-06-2025,Amara Chad,Jaipur,Rajasthan,COD,DTDC28679875,21-07-2025,BR442,Amara Chad,23-06-2025,145.03,83.92,228.95,Surface,Carrier,Cash,Dox
Srinagar,Guwahati,09-06-2025,Anjali Ramaswamy,Srinagar,Jammu & Kashmir,4,7.96,9.54,9.54,Yes,09-06-2025,Yadavi Sachdev,Guwahati,Assam,COD,DTDC38616079,09-07-2025,BR642,Yadavi Sachdev,10-06-2025,561.64,61.03,622.67,Air Cargo,Carrier,Cash,Dox
Vizag,Nashik,20-06-2025,Riya Lalla,Vizag,Andhra Pradesh,2,2.1,2.27,2.27,Yes,20-06-2025,Odika Goyal,Nashik,Maharashtra,None,DTDC60545531,20-07-2025,BR297,Odika Goyal,23-06-2025,109.17,0,109.17,Surface,Carrier,Card,Non-Dox
Lucknow,Shimla,21-06-2025,Pavani Saran,Lucknow,Uttar Pradesh,2,10.72,13.42,13.42,Yes,21-06-2025,Suresh-Venkatesh,Shimla,Himachal Pradesh,Insurance,DTDC72740860,21-07-2025,BR349,Suresh-Venkatesh,22-06-2025,656.24,44.22,700.46,Surface,Carrier,Cash,Dox
Surat,Chandigarh,29-06-2025,Saraf-Varma,Surat,Gujarat,1,1.52,3.2,3.2,Yes,29-06-2025,Nandini Contractor,Chandigarh,Chandigarh,None,DTDC52182521,29-07-2025,BR985,Nandini Contractor,04-07-2025,191.81,0,191.81,Air Cargo,Owner,Cash,Dox
Chandigarh,Jamshedpur,14-06-2025,Rai Ltd,Chandigarh,Chandigarh,2,8.86,9.12,9.12,No,14-06-2025,"Kashyap, Mitter and Aggarwal",Jamshedpur,Jharkhand,COD,DTDC72711858,14-07-2025,BR150,"Kashyap, Mitter and Aggarwal",19-06-2025,404.65,42.44,447.09,Surface,Carrier,Card,Dox
Delhi,Ranchi,26-06-2025,Merchant Inc,Delhi,Delhi,5,7.54,8.94,8.94,No,26-06-2025,Banerjee-Goda,Ranchi,Jharkhand,Express,DTDC82799109,26-07-2025,BR130,Banerjee-Goda,28-06-2025,405.72,43.4,449.12,Surface,Carrier,Cash,Dox
Surat,Guwahati,04-07-2025,"Dyal, Deol and Chandra",Surat,Gujarat,5,3.65,5.98,5.98,Yes,04-07-2025,"Pall, Vaidya and Mittal",Guwahati,Assam,COD,DTDC69768759,03-08-2025,BR775,"Pall, Vaidya and Mittal",06-07-2025,266.44,137.62,404.06,Surface,Carrier,Cash,Non-Dox
Nashik,Pune,11-06-2025,"Lall, Jain and Nath",Nashik,Maharashtra,3,2.99,3.38,3.38,Yes,11-06-2025,Srivastava-Sarna,Pune,Maharashtra,None,DTDC45462773,11-07-2025,BR655,Srivastava-Sarna,15-06-2025,163.09,0,163.09,Surface,Carrier,Cash,Dox
Vijayawada,Kolkata,01-07-2025,Rama and Sons,Vijayawada,Andhra Pradesh,3,3.64,5.58,5.58,No,01-07-2025,Krisha Kaul,Kolkata,West Bengal,COD,DTDC59527210,31-07-2025,BR251,Krisha Kaul,03-07-2025,364.02,125.11,489.13,Air Cargo,Carrier,Card,Non-Dox
Varanasi,Coimbatore,07-06-2025,Deshmukh Inc,Varanasi,Uttar Pradesh,3,10.59,11.23,11.23,Yes,07-06-2025,Urishilla Sur,Coimbatore,Tamil Nadu,COD,DTDC59776876,07-07-2025,BR230,Urishilla Sur,08-06-2025,760.88,115.96,876.84,Air Cargo,Carrier,Card,Non-Dox
Varanasi,Guwahati,14-06-2025,Samarth Chada,Varanasi,Uttar Pradesh,3,5.69,8.38,8.38,Yes,14-06-2025,Onkar Dyal,Guwahati,Assam,Insurance,DTDC83258812,14-07-2025,BR182,Onkar Dyal,15-06-2025,530.28,142.92,673.2,Air Cargo,Carrier,Wallet,Dox
Patna,Ranchi,14-06-2025,Zilmil Sachar,Patna,Bihar,4,2.38,5.22,5.22,Yes,14-06-2025,Aayush Yadav,Ranchi,Jharkhand,COD,DTDC49798400,14-07-2025,BR865,Aayush Yadav,15-06-2025,238.15,80.71,318.86,Surface,Carrier,Card,Non-Dox
Shimla,Mumbai,17-06-2025,Butala-Bakshi,Shimla,Himachal Pradesh,2,10.79,12.51,12.51,No,17-06-2025,Urmi Divan,Mumbai,Maharashtra,None,DTDC72716446,17-07-2025,BR872,Urmi Divan,20-06-2025,1141.11,0,1141.11,Express,Carrier,Cash,Non-Dox
Bhopal,Jamshedpur,24-06-2025,Patla-Bora,Bhopal,Madhya Pradesh,3,10.89,13.13,13.13,Yes,24-06-2025,Randhawa-Yohannan,Jamshedpur,Jharkhand,None,DTDC05089068,24-07-2025,BR720,Randhawa-Yohannan,27-06-2025,919.35,0,919.35,Air Cargo,Carrier,Card,Dox
Mumbai,Raipur,07-06-2025,"Nazareth, Talwar and Sood",Mumbai,Maharashtra,4,2.77,5.34,5.34,Yes,07-06-2025,"Chandran, Cheema and Iyer",Raipur,Chhattisgarh,COD,DTDC81195984,07-07-2025,BR375,"Chandran, Cheema and Iyer",11-06-2025,224.65,90.18,314.83,Surface,Carrier,Cash,Non-Dox
Nagpur,Chennai,04-07-2025,"Bath, Shah and Master",Nagpur,Maharashtra,3,5.23,6.44,6.44,Yes,04-07-2025,Vrinda Sethi,Chennai,Tamil Nadu,COD,DTDC92713642,03-08-2025,BR026,Vrinda Sethi,09-07-2025,317.15,44.01,361.16,Surface,Carrier,Cash,Dox
Agra,Shimla,19-06-2025,Maharaj Inc,Agra,Uttar Pradesh,1,2.89,3.82,3.82,Yes,19-06-2025,Riya Chacko,Shimla,Himachal Pradesh,None,DTDC98925562,19-07-2025,BR863,Riya Chacko,20-06-2025,330.44,0,330.44,Express,Carrier,Cash,Non-Dox
Coimbatore,Raipur,02-07-2025,Tarak Narayan,Coimbatore,Tamil Nadu,3,4.46,5.63,5.63,No,02-07-2025,Das Group,Raipur,Chhattisgarh,COD,DTDC37333764,01-08-2025,BR465,Das Group,05-07-2025,482.32,39.96,522.28,Express,Carrier,Cash,Non-Dox
